fe
https://w3id.org/framester/framenet/abox/gfe/Abundant_entities
https://w3id.org/framester/framenet/abox/gfe/Accessory
https://w3id.org/framester/framenet/abox/gfe/Accuracy
https://w3id.org/framester/framenet/abox/gfe/Action
https://w3id.org/framester/framenet/abox/gfe/Activity
https://w3id.org/framester/framenet/abox/gfe/Actor
https://w3id.org/framester/framenet/abox/gfe/Added_set
https://w3id.org/framester/framenet/abox/gfe/Addictant
https://w3id.org/framester/framenet/abox/gfe/Address
https://w3id.org/framester/framenet/abox/gfe/Addressee
https://w3id.org/framester/framenet/abox/gfe/Adequacy
https://w3id.org/framester/framenet/abox/gfe/Affected_party
https://w3id.org/framester/framenet/abox/gfe/Affliction
https://w3id.org/framester/framenet/abox/gfe/Age
https://w3id.org/framester/framenet/abox/gfe/Agent
https://w3id.org/framester/framenet/abox/gfe/AggregateProperty
https://w3id.org/framester/framenet/abox/gfe/Agreement
https://w3id.org/framester/framenet/abox/gfe/Ailment
https://w3id.org/framester/framenet/abox/gfe/Alignment_mismatch
https://w3id.org/framester/framenet/abox/gfe/Allowed_category
https://w3id.org/framester/framenet/abox/gfe/Amount_of_discussion
https://w3id.org/framester/framenet/abox/gfe/Amount_of_information
https://w3id.org/framester/framenet/abox/gfe/Amount_of_work
https://w3id.org/framester/framenet/abox/gfe/Anchor
https://w3id.org/framester/framenet/abox/gfe/Angle
https://w3id.org/framester/framenet/abox/gfe/Appraisal
https://w3id.org/framester/framenet/abox/gfe/Area
https://w3id.org/framester/framenet/abox/gfe/Artifact
https://w3id.org/framester/framenet/abox/gfe/Artist
https://w3id.org/framester/framenet/abox/gfe/Asset
https://w3id.org/framester/framenet/abox/gfe/Assets
https://w3id.org/framester/framenet/abox/gfe/Attachment
https://w3id.org/framester/framenet/abox/gfe/Attack
https://w3id.org/framester/framenet/abox/gfe/Attacked
https://w3id.org/framester/framenet/abox/gfe/Attribute
https://w3id.org/framester/framenet/abox/gfe/Audience
https://w3id.org/framester/framenet/abox/gfe/Authenticity
https://w3id.org/framester/framenet/abox/gfe/Authorities
https://w3id.org/framester/framenet/abox/gfe/Authority
https://w3id.org/framester/framenet/abox/gfe/Baggage
https://w3id.org/framester/framenet/abox/gfe/Barrier
https://w3id.org/framester/framenet/abox/gfe/Base_position
https://w3id.org/framester/framenet/abox/gfe/Basis
https://w3id.org/framester/framenet/abox/gfe/Basis_of_order
https://w3id.org/framester/framenet/abox/gfe/Behavior
https://w3id.org/framester/framenet/abox/gfe/Beneficiary
https://w3id.org/framester/framenet/abox/gfe/Binding_principle
https://w3id.org/framester/framenet/abox/gfe/Body_location
https://w3id.org/framester/framenet/abox/gfe/Body_part
https://w3id.org/framester/framenet/abox/gfe/Boundary
https://w3id.org/framester/framenet/abox/gfe/Business
https://w3id.org/framester/framenet/abox/gfe/Business_Name
https://w3id.org/framester/framenet/abox/gfe/Buyer
https://w3id.org/framester/framenet/abox/gfe/Calculator
https://w3id.org/framester/framenet/abox/gfe/Capture
https://w3id.org/framester/framenet/abox/gfe/Carrier
https://w3id.org/framester/framenet/abox/gfe/Case
https://w3id.org/framester/framenet/abox/gfe/Category
https://w3id.org/framester/framenet/abox/gfe/Cause
https://w3id.org/framester/framenet/abox/gfe/Cause_of_shine
https://w3id.org/framester/framenet/abox/gfe/Change_agent
https://w3id.org/framester/framenet/abox/gfe/Character_of_end_state
https://w3id.org/framester/framenet/abox/gfe/Characteristic
https://w3id.org/framester/framenet/abox/gfe/Characterization
https://w3id.org/framester/framenet/abox/gfe/Charge
https://w3id.org/framester/framenet/abox/gfe/Child
https://w3id.org/framester/framenet/abox/gfe/Circumstance
https://w3id.org/framester/framenet/abox/gfe/Circumstances
https://w3id.org/framester/framenet/abox/gfe/Class
https://w3id.org/framester/framenet/abox/gfe/Co_Variable
https://w3id.org/framester/framenet/abox/gfe/Co_participant
https://w3id.org/framester/framenet/abox/gfe/Co_resident
https://w3id.org/framester/framenet/abox/gfe/Co_theme
https://w3id.org/framester/framenet/abox/gfe/Code
https://w3id.org/framester/framenet/abox/gfe/Cognate_event
https://w3id.org/framester/framenet/abox/gfe/Cognizer
https://w3id.org/framester/framenet/abox/gfe/Color_qualifier
https://w3id.org/framester/framenet/abox/gfe/Communicative_act
https://w3id.org/framester/framenet/abox/gfe/Company
https://w3id.org/framester/framenet/abox/gfe/Comparand
https://w3id.org/framester/framenet/abox/gfe/Comparison_set
https://w3id.org/framester/framenet/abox/gfe/Compeller
https://w3id.org/framester/framenet/abox/gfe/Compensation
https://w3id.org/framester/framenet/abox/gfe/Competing_consideration
https://w3id.org/framester/framenet/abox/gfe/Competition
https://w3id.org/framester/framenet/abox/gfe/Competitor
https://w3id.org/framester/framenet/abox/gfe/Completeness
https://w3id.org/framester/framenet/abox/gfe/Complex
https://w3id.org/framester/framenet/abox/gfe/Component_entities
https://w3id.org/framester/framenet/abox/gfe/Components
https://w3id.org/framester/framenet/abox/gfe/Concessive
https://w3id.org/framester/framenet/abox/gfe/Condition
https://w3id.org/framester/framenet/abox/gfe/Configuration
https://w3id.org/framester/framenet/abox/gfe/Connected_item
https://w3id.org/framester/framenet/abox/gfe/Connected_locations
https://w3id.org/framester/framenet/abox/gfe/Connection
https://w3id.org/framester/framenet/abox/gfe/Connections
https://w3id.org/framester/framenet/abox/gfe/Consecutive
https://w3id.org/framester/framenet/abox/gfe/Consequences
https://w3id.org/framester/framenet/abox/gfe/Constituent_parts
https://w3id.org/framester/framenet/abox/gfe/Consumer
https://w3id.org/framester/framenet/abox/gfe/Container
https://w3id.org/framester/framenet/abox/gfe/Container_portal
https://w3id.org/framester/framenet/abox/gfe/Container_possessor
https://w3id.org/framester/framenet/abox/gfe/Containing_event
https://w3id.org/framester/framenet/abox/gfe/Containing_text
https://w3id.org/framester/framenet/abox/gfe/Content
https://w3id.org/framester/framenet/abox/gfe/Context
https://w3id.org/framester/framenet/abox/gfe/Context_of_acquaintance
https://w3id.org/framester/framenet/abox/gfe/Contract_basis
https://w3id.org/framester/framenet/abox/gfe/Contrast
https://w3id.org/framester/framenet/abox/gfe/Contrast_set
https://w3id.org/framester/framenet/abox/gfe/Contrastive_context
https://w3id.org/framester/framenet/abox/gfe/Conveyed_emotion
https://w3id.org/framester/framenet/abox/gfe/Conviction
https://w3id.org/framester/framenet/abox/gfe/Coordinated_event
https://w3id.org/framester/framenet/abox/gfe/Copy
https://w3id.org/framester/framenet/abox/gfe/Correlated_event
https://w3id.org/framester/framenet/abox/gfe/Count
https://w3id.org/framester/framenet/abox/gfe/Counter_actor
https://w3id.org/framester/framenet/abox/gfe/Countertransfer
https://w3id.org/framester/framenet/abox/gfe/Country_of_origin
https://w3id.org/framester/framenet/abox/gfe/Course
https://w3id.org/framester/framenet/abox/gfe/Court
https://w3id.org/framester/framenet/abox/gfe/Creator
https://w3id.org/framester/framenet/abox/gfe/Crime
https://w3id.org/framester/framenet/abox/gfe/Crime_jurisdiction
https://w3id.org/framester/framenet/abox/gfe/Criterion
https://w3id.org/framester/framenet/abox/gfe/Current_jurisdiction
https://w3id.org/framester/framenet/abox/gfe/Dangerous_entity
https://w3id.org/framester/framenet/abox/gfe/Dangerous_situation
https://w3id.org/framester/framenet/abox/gfe/Debtor
https://w3id.org/framester/framenet/abox/gfe/Deceased
https://w3id.org/framester/framenet/abox/gfe/Decision
https://w3id.org/framester/framenet/abox/gfe/Decoration_descriptor
https://w3id.org/framester/framenet/abox/gfe/Dedicated_entity
https://w3id.org/framester/framenet/abox/gfe/Dedicated_type
https://w3id.org/framester/framenet/abox/gfe/Defense
https://w3id.org/framester/framenet/abox/gfe/Degree
https://w3id.org/framester/framenet/abox/gfe/Degree_of_involvement
https://w3id.org/framester/framenet/abox/gfe/Delivery_device
https://w3id.org/framester/framenet/abox/gfe/Dependent
https://w3id.org/framester/framenet/abox/gfe/Dependent_entity
https://w3id.org/framester/framenet/abox/gfe/Dependent_individual
