,td,dataset,file,prop,subevent,role,causation,syntax,entities,relations,statements,density,3_statements,5_statements,in_degree_3,out_degree_3,in_degree_5,in_degree_simple_hr,out_degree_simple_hr
112,simple-triple,kg_base_prop_0_subevent_0_role_1_causation_0_syntax_simple_rdf_reification,train.csv,0,0,1,0,simple_rdf_reification,183092,10,582938,2.9427628634670298e-12,582938,0,5.3848954098603,3.1960976786781683,0,0,0
113,simple-triple,kg_base_prop_0_subevent_0_role_1_causation_0_syntax_simple_rdf_reification,inference_graph.csv,0,0,1,0,simple_rdf_reification,48784,11,112820,7.856476381027917e-11,112820,0,5.405465430668212,2.321720376591597,0,0,0
114,simple-triple,kg_base_prop_0_subevent_0_role_1_causation_0_syntax_simple_rdf_reification,inference_valid.csv,0,0,1,0,simple_rdf_reification,14061,8,20090,2.4776509688482465e-09,20090,0,2.392236246725411,2.7119330453563717,0,0,0
115,simple-triple,kg_base_prop_0_subevent_0_role_1_causation_0_syntax_simple_rdf_reification,inference_test.csv,0,0,1,0,simple_rdf_reification,11284,8,16323,3.753185577247955e-09,16323,0,2.4410049349484075,2.720046658890185,0,0,0
116,simple-triple,kg_base_prop_0_subevent_0_role_1_causation_0_syntax_simple_rdf_sp,train.csv,0,0,1,0,simple_rdf_sp,109000,763,241654,1.712426829480257e-11,241654,0,3.2766811824237245,2.2310136520662835,0,0,0
117,simple-triple,kg_base_prop_0_subevent_0_role_1_causation_0_syntax_simple_rdf_sp,inference_graph.csv,0,0,1,0,simple_rdf_sp,27485,575,46615,4.602021283681144e-10,46615,0,4.015560165975104,1.7253008468281088,0,0,0
118,simple-triple,kg_base_prop_0_subevent_0_role_1_causation_0_syntax_simple_rdf_sp,inference_valid.csv,0,0,1,0,simple_rdf_sp,8891,375,7292,1.880644377971606e-08,7292,0,1.6606695513550445,1.4581083783243352,0,0,0
119,simple-triple,kg_base_prop_0_subevent_0_role_1_causation_0_syntax_simple_rdf_sp,inference_test.csv,0,0,1,0,simple_rdf_sp,7079,342,5854,2.9180623272434152e-08,5854,0,1.6697090701654307,1.4504459861248762,0,0,0
120,simple-triple,kg_base_prop_0_subevent_0_role_1_causation_1_syntax_simple_rdf_sp,train.csv,0,0,1,1,simple_rdf_sp,110348,764,244287,1.6757116451078385e-11,244287,0,3.2529142963722837,2.2334458439669604,0,0,0
121,simple-triple,kg_base_prop_0_subevent_0_role_1_causation_1_syntax_simple_rdf_sp,inference_graph.csv,0,0,1,1,simple_rdf_sp,27994,579,47408,4.449351656138385e-10,47408,0,3.9678340471991267,1.7290027447392498,0,0,0
122,simple-triple,kg_base_prop_0_subevent_0_role_1_causation_1_syntax_simple_rdf_sp,inference_valid.csv,0,0,1,1,simple_rdf_sp,9006,376,7393,1.8296102624596047e-08,7393,0,1.6550257443474368,1.4507456828885401,0,0,0
123,simple-triple,kg_base_prop_0_subevent_0_role_1_causation_1_syntax_simple_rdf_sp,inference_test.csv,0,0,1,1,simple_rdf_sp,7204,343,5943,2.8313172797077312e-08,5943,0,1.6517509727626458,1.4544787077826726,0,0,0
124,simple-triple,kg_base_prop_0_subevent_1_role_1_causation_1_syntax_simple_rdf_sp,train.csv,0,1,1,1,simple_rdf_sp,403386,912,907679,1.2137672761613636e-12,907679,0,3.328637704990237,2.25917539178979,0,0,0
125,simple-triple,kg_base_prop_0_subevent_1_role_1_causation_1_syntax_simple_rdf_sp,inference_graph.csv,0,1,1,1,simple_rdf_sp,69693,718,120287,6.911345641084237e-11,120287,0,4.072819327873866,1.7425672041056657,0,0,0
126,simple-triple,kg_base_prop_0_subevent_1_role_1_causation_1_syntax_simple_rdf_sp,inference_valid.csv,0,1,1,1,simple_rdf_sp,24553,509,20431,2.3956355678776615e-09,20431,0,1.667156262749898,1.464797820476054,0,0,0
127,simple-triple,kg_base_prop_0_subevent_1_role_1_causation_1_syntax_simple_rdf_sp,inference_test.csv,0,1,1,1,simple_rdf_sp,16184,449,13391,5.576657596920873e-09,13391,0,1.6757602302590415,1.4515989159891598,0,0,0
128,simple-triple,kg_base_prop_0_subevent_0_role_1_causation_0_syntax_simple_rdf_prop,train.csv,0,0,1,0,simple_rdf_prop,107489,761,239389,1.7449846817366903e-11,239389,0,3.279589347149691,2.241353791966427,0,0,0
129,simple-triple,kg_base_prop_0_subevent_0_role_1_causation_0_syntax_simple_rdf_prop,inference_graph.csv,0,0,1,0,simple_rdf_prop,27432,573,46548,4.6152788814755695e-10,46548,0,4.015322022160665,1.7261461744566835,0,0,0
130,simple-triple,kg_base_prop_0_subevent_0_role_1_causation_0_syntax_simple_rdf_prop,inference_valid.csv,0,0,1,0,simple_rdf_prop,8879,374,7286,1.8837430637754777e-08,7286,0,1.6615735461801597,1.4586586586586587,0,0,0
131,simple-triple,kg_base_prop_0_subevent_0_role_1_causation_0_syntax_simple_rdf_prop,inference_test.csv,0,0,1,0,simple_rdf_prop,7069,341,5849,2.9230534532061965e-08,5849,0,1.6706655241359611,1.4510047134706028,0,0,0
132,simple-triple,kg_base_prop_1_subevent_1_role_1_causation_1_syntax_simple_rdf_sp,train.csv,1,1,1,1,simple_rdf_sp,1141720,1190,2599842,1.4794697478419147e-13,2599842,0,3.398006505996609,2.286655737473486,0,0,0
133,simple-triple,kg_base_prop_1_subevent_1_role_1_causation_1_syntax_simple_rdf_sp,inference_graph.csv,1,1,1,1,simple_rdf_sp,159194,930,280145,1.2741901654173454e-11,280145,0,4.1254068288064385,1.7794829907663248,0,0,0
134,simple-triple,kg_base_prop_1_subevent_1_role_1_causation_1_syntax_simple_rdf_sp,inference_valid.csv,1,1,1,1,simple_rdf_sp,68881,650,56908,3.087829801034723e-10,56908,0,1.6860630481156673,1.442498289016755,0,0,0
135,simple-triple,kg_base_prop_1_subevent_1_role_1_causation_1_syntax_simple_rdf_sp,inference_test.csv,1,1,1,1,simple_rdf_sp,24023,513,19751,2.5634321214363624e-09,19751,0,1.6589114732067864,1.4500403788268115,0,0,0
136,simple-triple,kg_base_prop_0_subevent_0_role_0_causation_1_syntax_simple_rdf_reification,train.csv,0,0,0,1,simple_rdf_reification,3546,11,8263,1.464618429038849e-08,8263,0,2.951393852751966,2.627426026089723,0,0,0
137,simple-triple,kg_base_prop_0_subevent_0_role_0_causation_1_syntax_simple_rdf_reification,inference_graph.csv,0,0,0,1,simple_rdf_reification,1177,12,2091,2.287135707883368e-07,2091,0,3.0917293233082708,2.076767676767677,0,0,0
138,simple-triple,kg_base_prop_0_subevent_0_role_0_causation_1_syntax_simple_rdf_reification,inference_valid.csv,0,0,0,1,simple_rdf_reification,279,8,284,1.2398333663955564e-05,284,0,1.3990147783251232,3.55,0,0,0
139,simple-triple,kg_base_prop_0_subevent_0_role_0_causation_1_syntax_simple_rdf_reification,inference_test.csv,0,0,0,1,simple_rdf_reification,243,9,257,1.5140274644582053e-05,257,0,1.4770114942528736,3.2948717948717947,0,0,0
140,simple-triple,kg_base_prop_1_subevent_1_role_1_causation_0_syntax_simple_rdf_sp,train.csv,1,1,1,0,simple_rdf_sp,1137067,1189,2590848,1.4897593882066535e-13,2590848,0,3.4069994775918566,2.2859265894423975,0,0,0
141,simple-triple,kg_base_prop_1_subevent_1_role_1_causation_0_syntax_simple_rdf_sp,inference_graph.csv,1,1,1,0,simple_rdf_sp,158202,929,278600,1.2883616111528827e-11,278600,0,4.143435580988809,1.7785103189974731,0,0,0
142,simple-triple,kg_base_prop_1_subevent_1_role_1_causation_0_syntax_simple_rdf_sp,inference_valid.csv,1,1,1,0,simple_rdf_sp,68655,649,56677,3.1130513995365565e-10,56677,0,1.691093540205878,1.438904262611389,0,0,0
143,simple-triple,kg_base_prop_1_subevent_1_role_1_causation_0_syntax_simple_rdf_sp,inference_test.csv,1,1,1,0,simple_rdf_sp,23847,512,19607,2.601223700428574e-09,19607,0,1.6664116947135814,1.4451979066853393,0,0,0
144,simple-triple,kg_base_prop_0_subevent_1_role_1_causation_1_syntax_simple_rdf_prop,train.csv,0,1,1,1,simple_rdf_prop,401579,910,904970,1.2210449029508132e-12,904970,0,3.3297428079013653,2.2626063194877144,0,0,0
145,simple-triple,kg_base_prop_0_subevent_1_role_1_causation_1_syntax_simple_rdf_prop,inference_graph.csv,0,1,1,1,simple_rdf_prop,69660,716,120246,6.916059535608252e-11,120246,0,4.0728100887181755,1.7427819231720265,0,0,0
146,simple-triple,kg_base_prop_0_subevent_1_role_1_causation_1_syntax_simple_rdf_prop,inference_valid.csv,0,1,1,1,simple_rdf_prop,24545,508,20427,2.3965738829013724e-09,20427,0,1.6673740919108644,1.4649311531841653,0,0,0
147,simple-triple,kg_base_prop_0_subevent_1_role_1_causation_1_syntax_simple_rdf_prop,inference_test.csv,0,1,1,1,simple_rdf_prop,16178,448,13388,5.5791571259360375e-09,13388,0,1.6760140210315473,1.4517458252006072,0,0,0
148,simple-triple,kg_base_prop_0_subevent_0_role_0_causation_1_syntax_simple_rdf_prop,train.csv,0,0,0,1,simple_rdf_prop,2810,129,5268,3.6033667552806617e-08,5268,0,1.968212415856395,2.1847239518472397,0,0,0
149,simple-triple,kg_base_prop_0_subevent_0_role_0_causation_1_syntax_simple_rdf_prop,inference_graph.csv,0,0,0,1,simple_rdf_prop,860,99,1202,6.921354038333228e-07,1202,0,2.0852173913043477,1.7762962962962963,0,0,0
150,simple-triple,kg_base_prop_0_subevent_0_role_0_causation_1_syntax_simple_rdf_prop,inference_valid.csv,0,0,0,1,simple_rdf_prop,175,26,136,5.406574394463668e-05,136,0,1.0381679389312977,2.0923076923076924,0,0,0
151,simple-triple,kg_base_prop_0_subevent_0_role_0_causation_1_syntax_simple_rdf_prop,inference_test.csv,0,0,0,1,simple_rdf_prop,155,23,115,7.561436672967863e-05,115,0,1.0360360360360361,1.7164179104477613,0,0,0
152,simple-triple,kg_base_prop_1_subevent_0_role_0_causation_0_syntax_simple_rdf_prop,train.csv,1,0,0,0,simple_rdf_prop,5840,109,14700,4.627701420704336e-09,14700,0,2.3031146685227073,10.48811410459588,0,0,0
153,simple-triple,kg_base_prop_1_subevent_0_role_0_causation_0_syntax_simple_rdf_prop,inference_graph.csv,1,0,0,0,simple_rdf_prop,1532,69,2823,1.2548107877087267e-07,2823,0,1.8189890710382515,11.142259414225942,0,0,0
154,simple-triple,kg_base_prop_1_subevent_0_role_0_causation_0_syntax_simple_rdf_prop,inference_valid.csv,1,0,0,0,simple_rdf_prop,57,2,45,0.0004938271604938272,45,0,1.0,3.75,0,0,0
155,simple-triple,kg_base_prop_1_subevent_0_role_0_causation_0_syntax_simple_rdf_prop,inference_test.csv,1,0,0,0,simple_rdf_prop,42,3,30,0.0011111111111111111,30,0,1.0,2.3076923076923075,0,0,0
156,simple-triple,kg_base_prop_1_subevent_1_role_1_causation_0_syntax_simple_rdf_reification,train.csv,1,1,1,0,simple_rdf_reification,4064629,179,16904727,3.4993201440135083e-15,16904727,0,14.875023769781741,4.164418890781753,0,0,0
157,simple-triple,kg_base_prop_1_subevent_1_role_1_causation_0_syntax_simple_rdf_reification,inference_graph.csv,1,1,1,0,simple_rdf_reification,1715655,115,4768184,4.3983925592958785e-14,4768184,0,10.280568232780226,2.7293837086737427,0,0,0
158,simple-triple,kg_base_prop_1_subevent_1_role_1_causation_0_syntax_simple_rdf_reification,inference_valid.csv,1,1,1,0,simple_rdf_reification,720170,8,1596842,3.9217156949207606e-13,1596842,0,5.018596099753288,3.819867188471806,0,0,0
159,simple-triple,kg_base_prop_1_subevent_1_role_1_causation_0_syntax_simple_rdf_reification,inference_test.csv,1,1,1,0,simple_rdf_reification,193209,9,339131,8.694908558038709e-12,339131,0,3.1372841059418857,3.7169521805368317,0,0,0
