,td,dataset,file,prop,subevent,role,causation,syntax,entities,relations,statements,density,3_statements,5_statements,in_degree_3,out_degree_3,in_degree_5,in_degree_simple_hr,out_degree_simple_hr
55,simple-triple+text,kg_base_prop_1_subevent_0_role_0_causation_1_syntax_simple_rdf_prop,valid.txt,1,0,0,1,simple_rdf_prop,1306,133,2123,2.2187072968179965e-07,2123,0,1.5422535211267605,7.729411764705882,0,0,0
56,simple-triple+text,kg_base_prop_1_subevent_0_role_0_causation_1_syntax_simple_rdf_prop,test.txt,1,0,0,1,simple_rdf_prop,894,108,1339,5.577490586590262e-07,1339,0,1.467128027681661,6.3283582089552235,0,0,0
57,simple-triple+text,kg_base_prop_0_subevent_1_role_0_causation_1_syntax_simple_rdf_reification,train.txt,0,1,0,1,simple_rdf_reification,14193,11,28021,1.2735990890485722e-09,28021,0,2.950916368232568,4.026444380569129,0,0,0
58,simple-triple+text,kg_base_prop_0_subevent_1_role_0_causation_1_syntax_simple_rdf_reification,valid.txt,0,1,0,1,simple_rdf_reification,2891,11,5766,3.007812250915548e-08,5766,0,3.421958456973294,3.867203219315895,0,0,0
59,simple-triple+text,kg_base_prop_0_subevent_1_role_0_causation_1_syntax_simple_rdf_reification,test.txt,0,1,0,1,simple_rdf_reification,1188,12,1895,2.784720240042885e-07,1895,0,2.3366214549938347,3.3839285714285716,0,0,0
60,simple-triple+text,kg_base_prop_0_subevent_0_role_0_causation_0_syntax_simple_rdf_prop,train.txt,0,0,0,0,simple_rdf_prop,1264,5,1393,5.15344644461153e-07,1393,0,1.236024844720497,9.412162162162161,0,0,0
61,simple-triple+text,kg_base_prop_0_subevent_0_role_0_causation_0_syntax_simple_rdf_prop,valid.txt,0,0,0,0,simple_rdf_prop,142,4,142,4.959333465582226e-05,142,0,1.2792792792792793,4.580645161290323,0,0,0
62,simple-triple+text,kg_base_prop_0_subevent_0_role_0_causation_0_syntax_simple_rdf_prop,test.txt,0,0,0,0,simple_rdf_prop,100,5,103,9.425959091337543e-05,103,0,1.4714285714285715,3.3225806451612905,0,0,0
63,simple-triple+text,kg_base_prop_1_subevent_1_role_0_causation_1_syntax_simple_rdf_reification,train.txt,1,1,0,1,simple_rdf_reification,27817,180,76539,1.707003582087784e-10,76539,0,2.9427402862985685,6.588953543832872,0,0,0
64,simple-triple+text,kg_base_prop_1_subevent_1_role_0_causation_1_syntax_simple_rdf_reification,valid.txt,1,1,0,1,simple_rdf_reification,5242,106,10892,8.429168483433446e-09,10892,0,2.5221565731166913,5.5558568329718,0,0,0
