,syntax,MRR,H@1,H@3,H@10,prop
0,hyper_relational_rdf_star,0.2779120179980269,0.18095352036848714,0.3174799605192319,0.44664862116408444,4
1,simple_rdf_prop,0.17658019375,0.12713274375,0.1868598875,0.26824005,16
2,simple_rdf_reification,0.2812895,0.24882091666666664,0.288978,0.33967041666666664,12
3,simple_rdf_sp,0.1734578,0.124240925,0.18299773125000002,0.26136860625,16
